type,rPos,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,260,21735.915,17847.59,13190.362,10993.142,9255.6203,22092.303,15673.248,12597.389,11045.398,7921.476,19970.602,16152.436,12377.42,9243.225,6947.2682,20064.767,15366.984,10919.065,8206.7054,7407.9049,17657.234,12845.71,9376.7535,7709.4273,6027.1151,23518.003,18013.351,14034.623,11500.685,8114.9655,22323.868,16548.194,13323.255,11195.199,8216.226,19123.485,15170.525,11775.256,9836.9957,7551.2515,19672.456,15137.973,10804.239,9088.71,7148.9796,15849.215,12480.145,9579.2124,7840.6738,6341.0691,22201.393,17792.142,13970.202,10864.515,8434.7391,22414.583,15689.149,12783.345,10327.858,7885.9722,19027.262,15443.54,12143.505,9411.8715,7290.4696,16845.125,12093.652,10606.225,8128.0435,6464.7009,16004.357,12393.227,10544.968,7493.255,6288.5339,22809.488,17425.252,12788.873,10407.659,7392.5382,21984.414,15977.278,13894.429,10120.731,7389.169,19798.155,14530.815,11262.456,9152.5879,7022.9383,15959.367,14026.108,10248.377,7980.9068,7389.0263,16131.347,13192.239,9699.1163,8131.3776,5635.383,22752.346,17332.659,15028.303,11070.604,8556.3355,20023.032,16563.92,13234.055,9033.1108,7778.646,19583.936,14833.058,11864.819,9283.8421,6743.6732,17667.08,14660.972,10108.528,8809.5663,6685.2663,16636.499,12735.477,9794.8918,7756.528,6109.5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,263.2,19608.289,15121.619,11477.541,8896.9285,8034.2903,18186.899,13361.052,10331.4,9176.2918,6579.1471,16296.401,12557.915,9952.7629,7717.4707,5905.7363,16349.506,11988.719,8747.6787,6743.0052,5741.2407,14820.03,10299.22,7339.4845,5692.3347,4284.0953,20743.637,15295.281,12219.647,9641.8953,6988.872,18254.218,13904.65,11463.956,8717.3457,6878.8799,15671.683,12467.219,9377.6118,8190.8083,5953.3089,15223.334,12149.147,8929.3965,7260.653,5831.0846,12223.275,9324.0416,7591.9749,5969.4936,5235.9835,19038.621,14315.408,11785.212,9300.931,7044.3358,19358.234,13251.473,10140.505,8384.4617,6635.8589,16437.358,12356.566,9589.1021,8006.2917,5971.7147,13593.211,9748.9653,8168.4374,6572.3953,5097.3121,12033.772,9735.3612,8067.7826,6106.5119,4926.1053,19181.039,15035.45,11393.974,9028.8593,6409.648,18530.431,13350.734,11883.118,8860.8559,6641.143,15690.563,11683.936,9651.4522,7705.4423,6109.8452,13167.779,11033.402,8171.5813,6478.9045,5984.1443,12336.211,10652.868,7425.5876,6156.3499,4448.6215,20108.475,15355.72,12444.654,9461.6687,7057.5317,16684.2,13378.301,11104.231,8045.7209,6597.3635,16321.981,12301.487,9343.8259,7555.8844,5556.4463,13927.174,11387.563,7840.6684,7034.2888,5671.5601,12790.597,9764.1827,7605.5052,6039.2198,4969.3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,266.4,17569.918,12770.905,10139.996,7394.9102,6835.7923,15758.654,11307.232,9001.5694,7459.7314,5360.3854,13659.77,9438.8245,7670.9003,6028.7121,4856.311,11894.837,8822.2899,6652.9505,5189.3848,4501.4975,11402.188,7457.8048,5892.489,4195.8795,3353.0209,18281.929,12864.46,10122.226,8194.4052,5659.2681,14359.133,11149.639,9481.0965,7523.1233,5544.0489,13038.048,10126.794,7796.0697,6407.5098,4571.0043,11790.076,9156.0578,6955.2188,5220.1931,4508.0641,9195.7128,7256.5261,5803.9085,4632.8709,3747.7842,16988.076,12656.02,10206.976,8008.2126,5887.6668,15415.432,10486.47,9272.2232,6639.4045,5341.2882,13568.57,9562.3869,7950.1666,6130.4803,4647.0438,11176.753,8093.6844,6317.4102,5387.383,4152.2847,9481.1883,7500.6406,6096.1365,4570.459,3815.1495,15399.571,11880.958,9724.3615,7814.4865,5377.9127,14939.345,11323.797,9379.9722,6839.4516,5285.3463,13296.466,9361.8881,7828.5418,6431.3696,5042.1642,10444.051,8401.8167,6769.9919,5450.0437,4760.4576,9557.0851,8204.365,5527.3316,4779.8904,3675.2677,17046.179,12937.778,10370.359,8251.9502,5713.8551,13455.694,11048.801,9746.8972,6801.2782,5674.4922,13871.002,9867.4085,7359.7182,6085.8907,4686.0345,10618.049,9232.1527,6220.6681,5602.0133,4240.8425,10143.485,7906.7295,6124.6556,4527.7255,3931.4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,269.6,14641.087,10332.793,8484.9312,6219.7319,5655.119,11964.619,9426.9567,7777.0887,6045.9337,4657.5966,11269.174,8099.6168,6264.4359,4629.9216,3753.0405,8763.5668,6793.4025,5332.9395,4158.703,3456.7312,8353.4569,5761.4948,4261.6524,3199.9647,2442.6161,15089.143,11101.775,8311.1366,6698.8686,4927.9139,11933.946,9857.5029,7811.6592,6001.1528,4400.4956,10556.581,8434.4148,5866.0143,5036.7613,3990.8916,9034.2427,6663.1748,5130.8745,3600.114,3355.4189,7436.3259,5870.5753,4366.7149,3556.6182,2770.3624,14422.395,10020.57,8836.189,6233.9888,4751.3122,11982.222,9031.1798,7624.1434,5553.5005,4456.2648,9603.6802,7511.3448,6643.7921,4813.5209,3823.7987,8605.0543,6518.8023,5069.537,3929.8502,3286.7117,6907.2888,5728.5765,4628.0826,3657.2897,2848.7914,12788.085,9852.2267,7785.6571,6260.4423,4647.7486,12878.977,9755.5161,7691.154,5394.9217,4199.4492,10793.954,7470.0527,5993.5697,4998.7045,4024.3792,8653.0614,6885.5423,5267.1767,3879.9395,3587.7432,7108.1545,6364.1865,4283.7446,3577.4647,2737.8025,14151.518,11235.84,8799.4536,6489.5656,4891.0922,11093.43,9222.9333,7358.2392,5482.808,4778.4833,10098.616,7485.0538,5916.7327,4906.6522,3660.1674,8323.1491,7417.038,5011.2349,4154.2873,3311.7855,8036.5225,5630.9514,4565.214,3449.4022,2930.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,272.8,11672.469,8582.9533,6921.1064,5068.5245,4426.5245,9568.5158,7623.9098,6673.5464,4802.0206,3851.2455,8458.6845,6783.384,4870.3158,3784.9592,3101.908,6616.6201,5143.7489,4261.436,3157.0592,2751.589,5955.1638,4200.5917,3189.2368,2299.9837,1806.0152,12388.106,9493.6952,6983.1007,5357.7845,3917.1918,9651.7937,7203.0617,5899.3151,4975.4035,3381.7116,7840.6412,6392.5711,4574.8512,3952.7015,3071.5241,6553.3061,4820.4114,4060.3104,2826.2731,2550.1402,5628.8761,4207.9624,3158.8939,2744.6036,2033.7774,11984.073,8646.6712,7165.1945,4980.1625,3908.7221,9479.7486,7108.1698,6142.2133,4365.6469,3521.948,7917.4888,6167.6271,4980.3401,3886.928,2848.4325,6346.0939,5085.7312,4128.2541,3050.6247,2534.5192,5017.4279,4143.4139,3371.9894,2619.6482,2101.3121,11185.9,8314.7203,6660.7731,5078.1498,3883.8214,9949.3309,7492.4446,6063.0143,4237.5948,3381.417,8222.1806,5887.5168,4914.9739,3803.0022,3188.9221,6813.4562,5374.8988,3893.1791,3055.2732,2805.7805,5295.2007,4550.3013,3305.3902,2825.6078,2002.6393,11581.55,9488.8161,7078.6311,4975.7876,4152.8159,8988.3647,7159.3831,6025.1521,4401.4565,3875.8236,8229.1765,6289.4685,4394.363,3837.6295,2980.9906,6525.0575,5621.1326,3799.9485,3280.2877,2578.2506,6193.6982,4243.834,3342.4968,2537.7958,2285.1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,276,9488.1801,6554.9483,5523.067,4196.7628,3696.5045,7549.1338,6094.4102,5142.9468,3769.777,2978.0657,6679.7376,5110.2722,3488.5294,2980.1478,2262.3609,4974.8455,3988.3607,3321.6586,2406.7122,2006.3949,4330.1906,3048.7477,2298.1383,1818.6998,1389.2896,10007.87,7771.5818,5643.7224,4354.0701,3330.868,7814.9842,5581.5728,4733.0382,3972.2234,2807.8813,5964.3062,4810.1734,3770.5131,3165.3125,2463.3038,4925.1106,3704.5097,2914.5229,2345.9096,2002.1087,4070.0938,3239.8155,2270.1595,1974.201,1490.908,9596.3254,6999.8398,5888.7157,4474.4777,3091.112,7557.7452,5273.1392,4862.2772,3469.1895,2751.3854,6069.7014,4825.2087,3938.8846,3227.4442,2218.5591,4461.7385,3874.6466,3044.4368,2320.8103,1968.9233,3731.9639,3323.5044,2689.6245,1959.1088,1609.6618,9189.5416,6536.7673,5671.0383,4311.1588,3361.3641,7783.9559,6029.5087,4734.7902,3587.1303,2691.0989,6376.7067,4379.7078,3768.2394,2941.1021,2398.7642,5096.6673,4264.2846,2929.3138,2407.3056,2063.9998,4062.7481,3308.66,2447.3539,2029.1841,1420.1449,9405.1576,7536.8392,5649.4506,3984.982,3206.1506,7189.1858,5791.7914,4987.2893,3532.7343,2833.0653,6559.1865,4848.3576,3727.3911,3022.3054,2256.8303,4396.6175,4273.2665,2900.8917,2555.0263,1947.8346,4315.5565,3106.0116,2618.8845,1867.9985,1756.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,279.2,7501.473,5368.0612,4402.0638,3137.1718,2939.2815,5855.4856,4999.8514,4216.1961,3095.1973,2239.692,5324.3906,3985.0801,3147.457,2234.3746,1726.8862,3649.0644,2902.6329,2333.5701,1713.8697,1433.0806,3217.2331,2157.6065,1683.5412,1357.9944,959.12461,7892.1277,6130.982,4491.9779,3521.0372,2707.4759,6158.4186,4570.2982,3688.8338,2885.0371,2176.6852,4593.6016,3872.147,2826.0813,2352.0907,1872.9708,3982.1188,2842.6766,2269.0205,1654.0176,1555.1339,2962.9116,2365.5604,1548.8871,1468.3377,1135.0696,7486.0312,6021.446,4885.6363,3760.0717,2484.8215,6117.4111,4383.0263,3920.809,2714.5174,2236.228,4721.9185,3647.7529,3111.8525,2359.7592,1696.496,3524.7655,2893.6117,2351.8147,1833.546,1573.0555,2982.3242,2525.3624,1998.1028,1366.2706,1154.5166,7238.6658,5463.5055,4892.2972,3403.9759,2556.1543,6023.9435,4832.363,3731.815,2834.8436,2317.5027,4690.566,3352.9239,2887.7577,2275.5883,1826.8338,3855.2695,2982.3911,2096.8884,1766.0012,1475.1063,2947.3529,2342.8392,1766.1896,1516.8174,1004.7172,7269.3219,5996.9441,4401.2119,3363.7423,2660.1762,5529.2752,4872.8164,3789.3612,2950.8013,2373.0458,4879.7927,3491.9715,2800.5766,2238.3201,1737.5758,3243.0398,3300.0946,2154.5933,1864.9129,1410.4549,3044.2064,2353.7588,1894.5459,1360.3581,1297.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,282.4,6418.3104,4526.6058,3634.0255,2631.3654,2399.6367,4630.4605,3659.8449,2978.6546,2384.5798,1744.2064,4025.3566,3071.661,2366.4215,1677.9129,1254.1611,2712.4616,2123.9311,1724.064,1267.2093,1075.0965,2512.9722,1597.4449,1302.7157,1006.8157,670.3772,6414.9254,4766.6925,3615.5716,2840.3966,2017.4908,4605.9232,3510.0429,2885.0422,2398.6482,1764.73,3625.5356,3125.6826,2045.8128,1876.5331,1491.1839,2898.0455,2253.5485,1666.8271,1211.0042,1126.6299,2247.5155,1632.4206,1122.2776,1152.4373,874.8558,5758.9433,5003.1453,4082.9829,2936.1697,2046.9429,4786.062,3387.7375,3015.0667,2166.5001,1743.7491,3653.774,2863.0591,2316.4117,1838.4403,1337.7515,2654.3033,2004.2925,1783.967,1329.3387,1066.1348,2193.2443,1743.2885,1318.9616,1017.1221,872.71825,5793.0256,4360.0427,3899.6395,2828.1937,2142.053,4782.9444,3845.2226,2864.5853,2294.0015,1821.1381,3782.149,2708.9709,2311.5147,1774.4408,1483.3683,2901.1117,2140.8426,1493.4175,1324.1286,1088.86,2269.0234,1724.6106,1443.4157,1096.8467,730.71922,5834.212,4802.2198,3598.9695,2629.0326,2030.6729,4628.7378,3610.5165,2950.8822,2435.1562,1870.3563,3794.0916,2461.872,2283.7241,1751.3795,1320.9172,2624.6062,2329.9562,1555.9586,1469.0839,1061.3491,2245.0896,1816.6566,1360.9548,985.84679,953.12849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,285.6,4771.5447,3695.6187,2919.4468,2191.3275,1975.8164,3543.7502,2842.8667,2267.1177,1855.9681,1235.7329,2940.3364,2401.5906,1700.3299,1281.8727,969.52125,2136.7853,1601.8498,1220.6795,946.59065,797.38541,1776.2089,1137.5377,892.67839,720.87388,484.47043,4850.2393,3906.2949,2816.1236,2198.4615,1660.2044,3666.1993,2768.4293,2275.8661,1797.3417,1549.7656,2903.0454,2495.5646,1564.9508,1437.4292,1119.1165,2067.1627,1655.496,1273.884,945.79613,807.1439,1798.1959,1225.6491,860.85551,770.36324,622.95014,4646.1427,4064.0195,3223.3149,2294.0495,1756.3729,3696.6191,2699.2094,2329.5763,1727.6769,1389.7549,2875.7272,2138.9914,1868.2646,1438.2333,1040.1008,2062.5973,1527.9862,1317.6875,963.51378,884.90191,1519.5968,1331.3771,879.88734,731.55824,611.91043,4321.6052,3401.2297,3024.0192,2273.576,1767.2583,3722.7458,3142.2983,2296.2083,1765.8889,1515.0658,2726.6098,2091.4614,1758.6129,1401.488,1045.6865,2066.4557,1560.6442,1151.6984,922.81839,854.26358,1572.4049,1201.9649,1011.8566,763.50365,550.17776,4492.8461,3687.9426,2805.0803,2189.6441,1662.1795,3859.4551,3032.0432,2479.6878,1782.081,1389.7283,2814.4523,1953.5675,1679.6074,1436.4369,965.34329,1994.9621,1708.6612,1091.0097,1121.2011,764.50557,1699.2359,1490.0176,1060.2527,793.57109,659.45277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,288.8,3745.7346,2807.9712,2477.4269,1652.071,1577.3031,2794.8542,2315.0609,1736.7504,1469.9334,990.80613,2284.7792,1801.0391,1186.6417,1026.8358,727.9408,1534.2402,1138.9361,957.91879,702.43416,620.91379,1302.014,850.97844,640.24037,556.43703,376.73123,3874.6937,3003.3438,2217.9809,1775.514,1325.4398,2794.7734,2156.9084,1680.7913,1434.108,1173.8216,2121.7602,1947.6134,1186.1506,1093.8193,831.96751,1545.6392,1180.004,954.55735,720.74756,566.04206,1319.2349,916.49149,620.32341,592.30231,441.92415,3421.8346,3029.7241,2464.5377,1754.3828,1371.9487,2969.342,2045.2903,1858.0754,1420.0818,1136.3485,2230.3216,1664.4561,1474.9439,1055.6253,828.54889,1529.2941,1217.0323,896.42746,686.75531,630.77022,992.03581,1023.2864,710.07618,526.26803,446.79116,3396.9196,2917.6973,2284.188,1903.0677,1416.3542,3045.9375,2521.2109,1760.2423,1369.7611,1203.7754,2052.8767,1644.4555,1323.8915,1031.4737,822.91396,1560.0231,1150.2227,839.62268,643.9203,655.86417,1124.3018,913.09506,713.22904,566.0757,409.62957,3726.973,3103.0199,2247.9955,1706.4219,1393.6526,2911.2984,2377.4944,1824.8815,1313.4724,1162.1346,2146.4282,1445.7009,1276.2377,1050.4916,734.36557,1414.8064,1236.8297,828.2622,815.21841,572.42391,1155.6599,1111.672,806.9877,585.59856,498.01458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,292,3219.829,2167.4914,1941.1867,1312.8532,1241.6163,2097.5587,1748.6864,1350.8382,1110.4935,776.32793,1726.6398,1337.8864,920.92067,815.12141,547.4285,1165.219,837.37408,618.82932,501.58206,478.92739,916.0859,631.73261,437.34026,391.32345,288.38355,3110.3809,2420.4645,1853.3478,1466.8819,1101.9271,2253.163,1631.0328,1259.3925,1063.7681,887.79439,1621.3253,1461.5955,908.82613,834.65953,684.47837,1194.5801,886.34749,723.58832,527.46226,419.96627,985.04531,686.58352,489.14851,417.07305,328.71003,2924.9417,2540.5893,1761.469,1382.7388,1101.7839,2362.4612,1586.9496,1418.435,1133.1561,873.05942,1602.5523,1210.3266,1165.0822,861.91879,598.71444,1140.1994,859.8473,635.52719,506.78498,472.05333,674.73485,720.73522,498.32931,375.83196,335.12536,2881.9102,2217.8493,1733.0687,1519.0015,1127.2723,2355.8113,1920.5018,1466.7171,1019.9837,901.36327,1510.3419,1382.4147,1017.8258,773.20596,637.81885,1161.6706,846.194,574.90902,490.77008,497.44844,789.17831,639.6046,509.57338,414.03873,304.1779,2800.7445,2481.97,1605.0506,1441.1286,1005.7612,2359.5148,1861.1533,1386.1223,983.27556,894.85066,1540.2575,1068.8721,942.72455,757.70053,564.05582,1119.3357,935.59879,618.59598,570.10959,452.36884,821.53004,756.11037,559.14732,422.23271,348.90911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,295.2,2516.051,1770.6628,1506.8166,962.12802,978.97898,1637.2073,1337.1271,1163.8235,876.34396,569.15554,1173.6691,949.29837,757.06915,582.87224,431.57429,851.85463,636.48021,491.37931,397.97032,374.21835,660.68021,485.11721,309.28201,309.19209,201.79478,2430.7924,1921.4208,1348.303,1151.8343,873.43102,1748.2111,1448.3784,1051.5181,785.90509,654.92462,1261.7048,1070.9965,703.25504,669.66158,522.77506,839.92127,686.27015,522.41782,363.73119,316.44444,652.06459,490.07543,413.02112,282.99794,229.48118,2313.843,2087.1148,1448.2831,1132.7101,890.32659,1808.7089,1228.3578,1162.5824,826.38719,679.80955,1069.9331,864.51069,886.28088,611.19874,458.38569,780.93035,629.88265,555.8246,404.11392,333.62914,506.52146,498.19901,366.42629,263.04187,235.63646,2279.8839,1797.2087,1339.94,1072.715,867.70933,1821.3334,1423.9707,1091.5792,777.19865,659.45949,1101.4234,1038.7752,789.94641,537.93307,498.67027,884.18541,661.87422,442.33203,367.00275,370.1466,551.30589,493.94689,387.8837,284.41968,205.14785,2234.5761,1987.1669,1207.8525,1088.1592,852.64643,1819.9675,1502.5161,1195.591,794.50444,724.96302,1123.4936,832.1943,665.12733,548.4759,421.48496,875.10533,688.90513,446.97445,411.7202,323.41984,615.89124,518.49264,390.6922,275.71498,267.84246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,298.4,1759.5621,1298.0554,1139.9908,711.87316,818.41616,1340.1939,983.5283,828.89248,669.09518,463.94173,893.95017,698.17774,569.19347,422.59192,318.21581,586.89282,474.80922,338.66713,284.95154,285.74909,464.53347,311.98445,227.6228,232.92206,156.25234,1925.867,1436.3083,1062.8222,852.00573,676.60384,1400.0878,1178.3096,801.8301,596.03382,514.29176,944.97069,849.36679,505.51335,483.62542,373.497,587.98598,496.76711,445.32778,271.4422,235.83857,426.18941,339.92332,290.6648,197.30237,173.982,1787.3057,1642.504,1041.7015,907.79389,685.08814,1483.9668,937.55122,850.01559,617.65049,506.256,843.86796,663.81673,740.65279,454.1838,357.12195,572.96721,453.84598,400.42214,284.40594,229.71773,338.69007,343.26481,277.7952,206.7818,182.35582,1771.2188,1473.5479,1118.2325,796.71339,761.00082,1462.1751,1082.2977,832.63719,584.49827,491.90114,820.35566,760.98308,613.68563,406.4274,390.83823,633.94136,499.33352,308.32995,243.00753,297.20919,378.75546,383.78613,285.28473,218.85878,145.19965,1817.7057,1554.3457,992.66318,883.75378,704.08757,1323.0123,1170.7371,845.75254,614.70351,583.20984,856.68232,653.20514,461.47032,409.63996,338.92805,616.65298,547.96184,330.08822,299.78328,221.96052,482.99417,392.38782,278.45631,205.96453,196.76746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradialErr,237.6,3862.9616,4009.6726,2401.2514,6922.9202,3637.3825,3954.2616,3874.0778,2519.767,2046.3744,2316.0236,2560.7144,3521.8887,2358.9155,2017.8328,1746.919,6696.1632,3177.4775,2998.319,1797.0248,2378.1701,10880.327,2979.3208,3110.9313,3680.0369,2768.7095,3932.2084,1803.6999,2226.4879,3548.8595,1642.7592,5103.8721,4456.7512,2228.0001,3054.2896,1801.0601,10926.7,2037.4456,2568.2359,3790.81,1719.8859,4910.1121,2477.5878,3989.5407,2446.3056,2010.0401,7698.7197,2771.0443,1970.8602,2184.0429,1552.7863,3032.6316,2949.483,2665.7847,1694.5237,1725.4389,5444.6468,5311.4719,2185.2542,1902.5122,2179.8364,3048.085,3043.7287,3184.023,3358.8513,1518.7756,3265.5572,2073.164,2032.6288,1707.9221,1720.5734,4596.1292,2515.4898,2274.0803,1953.6994,1381.1976,5480.0329,2217.4357,2492.1834,1750.5358,1509.3996,5675.0369,2775.8764,1806.9908,2017.7231,1266.8541,3522.2108,2230.5687,1496.7494,2584.6814,1508.9524,2800.2403,2606.2556,3215.2157,1282.7556,2262.3866,2521.0008,5820.5312,2443.7194,1414.981,1318.223,4176.4537,2216.9374,3032.9657,2125.7173,1469.8471,3618.4003,3709.0081,2395.857,2399.6185,1255.9129,2909.4586,4688.2616,3227.8785,1500.8406,1050.6898,2202.1708,2552.3554,2649.6803,1143.0662,1562.791,4661.6193,1756.1473,3168.878,2581.3524,1296.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradialErr,240.8,2310.1717,2886.1654,2331.2126,1759.8124,2940.0129,3230.513,3050.3082,1894.9227,1873.7801,1924.0222,2359.6332,2431.3911,1459.7669,1621.5381,1081.1093,3453.0512,3378.9361,2116.6285,1913.1527,1513.2694,7998.701,2409.863,2494.7765,2689.2015,1910.9786,3537.4768,1250.7831,1828.0268,3019.343,1297.078,3385.6816,3522.8077,2048.416,2339.2194,1503.551,2249.6985,1698.9118,1841.9626,3248.3552,1463.3486,3865.8597,1863.0006,2150.6749,2487.1714,1100.6089,5819.3419,2209.7597,1677.8636,1638.699,1768.5016,2739.519,2204.8807,1862.1002,1068.9132,1102.9285,4141.5393,4190.6694,2172.4798,1503.6094,1512.0756,2258.0601,2746.7897,2780.3704,2665.4703,1415.5596,2602.1478,1530.2458,1380.6368,1542.2015,1508.043,3063.0672,2176.5322,1830.3131,1401.499,1239.0172,4213.1729,1656.231,2110.5428,1107.9592,1280.6405,4235.4974,2341.6226,1622.1502,1612.9527,1330.461,2998.3836,1595.745,1315.4643,1848.0984,1315.2948,2171.1083,2222.8837,3062.8363,961.8322,1913.323,2396.364,4232.8012,1624.7043,1130.9793,1215.0174,2502.8492,2279.7385,2600.9022,1690.3635,1433.9923,2578.6471,2975.019,1715.8161,2018.394,1048.5156,2326.6419,2958.4213,2209.138,1100.8913,1257.298,1742.4424,2277.1443,1590.4037,1252.9472,1126.836,2890.1471,1750.6089,2271.327,1623.7577,1035.4415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradialErr,244,1813.3909,1909.241,1654.6219,1452.4349,2183.8837,2565.3089,2949.4297,1644.7986,1770.0421,1439.6503,2557.8933,1931.9207,1166.4767,1268.2053,871.16194,2161.7998,2362.3221,1246.0547,1425.433,1376.8124,5784.0394,1633.6096,1703.5829,1799.83,1029.6252,3213.3686,1563.6704,1282.3153,2358.293,869.48259,2443.6793,2660.6064,1896.4947,1832.798,1220.9813,3726.9921,1759.4591,1482.115,2586.3751,1039.549,3954.6102,1504.5317,1574.1382,2140.447,1135.054,4660.4301,1760.243,1086.6132,1198.6368,1274.5612,2071.4397,1511.7965,1711.9847,889.33388,969.62826,3396.9513,2666.5989,1653.7358,1508.8754,1363.4904,1559.7689,2361.0141,3195.8259,1662.9508,1081.8681,2118.678,1566.3892,1194.7762,1507.773,1243.0212,2213.416,1701.096,1436.1082,926.7009,957.06334,3564.807,1422.0857,1469.4629,1422.5812,1052.8682,3538.41,1956.3899,1608.6847,1194.9778,913.84541,2016.8707,1675.9983,1165.9868,1411.4248,850.49729,2043.3093,2055.731,2441.6229,923.95286,1680.3773,2191.9196,3326.879,1460.4342,800.86222,779.26331,2147.6262,1786.5288,2509.1363,1301.2258,1224.9033,1703.8361,2112.442,1367.0111,1264.4474,684.06896,1847.0934,2493.082,1410.7431,1088.1896,978.43906,1645.5968,1700.2885,1633.9432,951.59645,1194.0272,2938.5073,1092.3199,1364.5631,1284.581,853.56549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
