type,rPos,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
maxPradial,237.6,27555.096,30107.483,25255.218,25431.655,19664.051,29032.996,34408.619,31591.431,27494.869,24544.22,34896.575,38425.891,30934.556,25659.859,42672.367,32299.809,40787.112,20665.425,33732.172,39192.619,33018.197,32953.529,49496.802,22705.978,26204.952,34652.31,25846.764,33600.407,46809.135,26494.225,36624.543,24651.586,35005.014,43858.859,36464.598,30293.541,27620.965,30855.624,28056.986,29867.578,41821.979,18746.04,32498.933,29178.218,28757.14,29643.968,35436.615,25740.652,32227.864,29023.117,31040.45,19584.116,45586.984,37758.002,28236.781,27362.05,46318.752,24205.756,22752.781,27309.029,26300.885,27129.921,30836.723,23255.779,29057.81,26925.915,29288.649,26436.467,32736.842,28392.307,28396.551,31408.85,30588.084,46615.078,23999.922,33300.55,31089.408,43175.706,37833.097,44087.096,38576.34,31684.647,39008.496,24361.789,32991.826,33301.221,43502.643,35783.868,21455.271,30647.124,32174.217,41501.29,28528.631,36305.615,33355.796,34957.808,28398.953,26841.897,24520.51,31211.834,26523.764,29565.576,33222.917,26606.286,45790.513,35943.391,26894.592,27760.577,21250.734,41267.056,22655.495,24677.462,33162.595,29343.945,31886.1,33407.318,31992.746,25516.001,48241.549,30364.228,28184.438,53318.159,34679.557,37535.275,26827.885,33263.299,30519.465,31180.072,27737.459,18214.86,22519.263,46098.581,37314.755,28019.32,33155.884,29804.462,33786.344,28145.165,38325.817,31714.393,23643.785,19779.837,36737.95,37603.882,30567.654,29393.513,23292.311,47065.492,34238.933,35694.505,34133.484,30681.779,38334.637,30021.118,37212.218,25088.882,29309.497,36366.854,27412.032,24424.782,32561.496,29822.834,28519.052,35627.856,34434.807,29970.629,39099.44,28303.557,21353.295,37615.148,34839.416,37758.371,34621.359,29854.25,34895.032,37307.377,33883.064,37091.106,38397.82,34052.115,24662.162,23292.448,32353.821,34158.96,30083.708,24005.181,33571.313,22720.601,33506.736,29389.186,25808.678,25276.708,49384.812,28918.596,43109.354,29781.005,26951.793,25913.778,50943.111,22774.223,24056.291,34461.871,28410.94,25305.928,37367.928,41777.198,32355.867,25307.901,35175.06,33680.965,36860.303,30831.395,32247.163,34190.511,54120.717,30926.375,39402.009,37154.459,27242.36,45550.959,22917.702,35381.269,26466.115,33340.347,31979.575,27253,33444.835,35505.751,40943.231,43291.977,37692.453,30743.071,30802.185,37306.447,27635.696,46488.88,34766.913,33314.718,35405.296,27487.961
maxPradial,240.8,24684.45,24179.133,23125.683,20920.652,18435.594,24810.722,29232.954,26651.297,22665.765,21702.136,31428.583,30307.267,28184.596,22737.484,36905.655,26396.288,38807.928,19145.904,28665.189,31382.161,27898.496,25878.026,43340.37,19014.094,22166.153,27819.764,22014.882,27545.579,40373.136,22900.069,32394.536,20866.657,29873.562,36799.123,29766.502,24890.172,23886.828,25817.261,22459.348,22866.724,36825.448,15352.116,26695.933,22670.712,25917.957,26260.711,29277.535,22063.771,26053.834,24848.544,24731.854,16308.121,40902.482,32214.107,22582.189,24348.385,36077.251,21858.083,18605.346,24525.764,20782.418,23390.003,27150.879,20643.328,24579.301,24243.318,23158.53,22269.946,27535.618,22586.433,23744.851,23916.366,25614.194,42473.69,19019.152,27750.93,26999.397,34892.055,30840.866,36310.156,33936.318,28692.512,28874.575,21278.569,29399.457,30721.277,34551.585,29186.461,18619.905,25894.476,21806.523,33581.889,22739.845,32146.187,29056.863,30368.575,21242.646,25759.211,21393.854,25417.451,21042.619,23200.066,28048.244,24958.591,28511.186,27230.018,23309.373,25323.558,17890.012,37215.335,19442.655,20586.818,25983.219,22574.273,26093.482,27195.233,26827.226,22922.232,41335.576,25175.93,23859.351,42676.41,30751.481,33071.063,22960.785,26090.4,29753.665,25942.64,22214.541,15715.41,16876.526,40116.544,28995.795,25449.251,25175.118,27434.47,25391.307,25517.725,30956.769,26599.222,19294.435,17817.702,33372.032,31335.838,25885.155,24989.875,19040.64,37857.391,27693.874,29029.34,28630.11,27279.989,32823.62,25659.747,32113.801,21496.441,27208.283,34292.622,22151.665,20373.196,31177.196,23999.434,23984.607,28996.581,30811.572,26411.205,30745.788,25829.898,18362.534,30082.311,32278.659,28306.448,30127.285,24639.469,29162.389,32018.743,25663.795,32282,31661.12,30333.583,20483.746,21372.023,27546.248,30198.881,21754.853,19642.108,25314.664,19683.622,29138.091,25781.732,21349.132,21676.057,40989.812,27222.531,34417.162,26052.247,26490.827,21197.962,43234.185,20488.042,22582.953,27852.604,22396.549,22995.63,28385.085,38106.431,27102.172,20359.212,28924.12,28391.687,32099.108,26667.09,28506.577,28228.944,50279.664,26520.459,30260.526,33243.564,21832.923,39162.847,19972.853,30907.479,21484.17,26152.062,27849.903,22516.046,29007.688,27295.47,31145.136,37919.653,34702.165,25716.417,24677.901,31179.265,23125.354,39283.337,31328.298,29692.086,27584.281,23605.07
maxPradial,244,24604.226,22193.884,19921.842,17479.042,16079.611,22095.268,27520.549,23211.335,21260.814,22284.37,28910.024,26977.731,25279.134,19385.674,33095.143,23881.81,33440.911,17304.073,26397.891,26850.948,26437.332,23223.048,35609.988,16237.792,19668.911,26970.862,20292.503,24494.096,36376.29,20385.052,29149.927,20124.893,28537.826,33304.284,28597.379,20758.825,19996.369,23856.714,21124.723,18711.66,32261.362,13562.389,23002.069,20521.325,22507.842,22431.2,27481.86,19827.025,24574.338,23137.752,23451.504,15145.313,34994.816,28993.971,20966.404,22378.625,31898.843,20098.425,16597.129,22691.849,17259.967,21243.071,23557.999,17931.596,20926.866,21768.983,21042.825,20323.332,25970.123,20704.037,20650.613,21916.993,21987.482,37069.252,16388.536,25940.645,23863.418,33948.442,27671.478,34157.585,32638.55,26474.536,30097.914,19290.074,25475.897,27057.611,29092.435,28136.404,17439.323,24752.326,20397.321,31100.861,19481.503,28460.265,26559.776,27281.98,19471.387,24484.16,21005.053,25398.71,18831.161,20630.296,25188.645,23930.314,24823.74,24628.591,21395.663,21663.843,16941.75,31708.105,18835.681,19117.402,22827.171,19921.617,23372.425,24195.723,23054.393,20849.845,38115.685,23978.45,23851.797,41281.842,26738.96,31624.591,21814.097,22398.853,25013.188,23866.125,19793.218,14782.577,14406.125,38526.117,26624.436,23176.432,23509.156,24092.244,22645.517,22780.995,29691.557,25230.726,16487.473,15581.669,29304.534,28119.955,23171.136,23407.084,17768.623,31210.6,23386.942,27064.391,26170.959,23511.393,28594.087,22925.033,27176.251,17542.202,25178.574,29657.623,20461.893,17072.356,30711.187,21361.965,22243.704,26382.062,28601.311,23887.978,30213.332,21109.806,15494.186,25976.953,30701.747,25108.536,25561.498,22374.054,26597.626,30077.247,22297.676,29898.344,28608.08,28033.618,18770.848,20479.733,25145.339,27779.154,22275.213,16432.918,22989.371,18324.165,26547.613,24487.759,20855.292,23700.727,36434.922,25866.993,30398.908,24506.008,25123.28,18871.12,37955.909,18038.572,20729.195,26424.844,20734.234,21864.478,24842.249,35746.868,24901.145,21318.903,26049.721,25097.342,28772.695,24104.187,23877.654,26202.097,42809.036,22957.257,27416.528,28810.855,18516.352,34813.563,17408.761,27261.964,21030.997,22970.874,24727.574,19940.506,25325.144,26823.675,30569.609,31709.041,29474.463,22751.82,22717.082,27216.368,20143.578,32038.815,27811.921,26644.916,24330.262,20500.144
maxPradial,247.2,22120.016,18682.069,18081.183,15695.49,14816.865,19325.766,22406.909,21823.367,19764.62,20406.431,26319.088,23373.78,22071.61,17769.077,31083.124,23159.952,29572.712,15301.864,23564.4,22574.503,24138.532,21283.71,32058.059,15482.888,19767.797,24746.118,17995.04,24724.91,34344.365,19536.111,26845.014,18879.034,26732.187,30083.087,26299.996,20256.568,18886.974,22017.065,19997.132,16413.235,29757.153,12311.841,22940.934,18526.498,21724.071,20863.371,25879.6,18265.235,21114.061,21104.343,19679.731,14541.016,31853.038,25737.843,18588.729,20787.167,28168.184,18606.363,14509.184,20327.607,15534.818,19885.868,21468.118,17114.986,20358.048,19955.674,19054.167,17174.17,23429.022,18777.499,17910.089,19403.337,20106.552,32586.579,15588.292,22982.463,20182.368,31292.312,25356.984,30472.375,29602.704,23709.013,27528.855,17577.369,22130.787,24332.588,27733.326,25475.962,15441.795,23332.579,18526.317,29816.911,18161.835,28051.854,23778.825,23361.095,18531.054,22489.058,20934.365,22090.056,16375.771,17290.776,20567.89,21339.835,23958.958,22780.217,20188.875,19574.084,15138.38,27962.794,16435.079,16870.634,20736.406,18269.859,20120.662,21994.754,22269.096,18650.001,35570.111,20240.425,21382.201,39570.851,23996.857,30222.441,19068.058,20681.949,24756.427,21356.335,18149.293,13471.602,13357.039,32518.725,25051.987,21624.11,21831.654,20749.567,20179.125,19964.316,25534.849,22660.373,15173.327,14158.425,25524.656,24300.961,20937.904,21380.092,15585.579,28789.528,21583.473,25413.258,23314.003,21240.575,25342.252,21010.937,23744.387,15678.92,21748.34,26068.562,19102.926,15533.228,29289.456,19180.59,18676.107,23746.389,24607.451,21867.177,26390.408,18481.611,14342.173,24863.605,26898.621,22885.033,23595.181,20136.059,24247.304,26220.53,21169.611,25848.359,26667.4,25004.195,18015.936,16360.329,21569.133,25859.553,20182.881,15389.839,18862.027,17302.046,24190.046,20419.314,18908.488,18829.975,32412.16,21513.104,28044.939,21850.675,22882.396,18421.973,35221.762,16968.846,17248.388,24506.9,19644.779,20391.06,23759.759,33314.508,23188.903,19756.495,22952.021,22169.224,25134.949,20720.07,19803.504,24730.55,37654.379,20522.679,23989.26,26552.185,17112.741,30006.026,16042.315,27735.027,18630.778,21332.318,22086.001,17955.635,23486.419,25537.329,27817.507,28360.772,25903.455,19738.404,21389.71,25849.187,17310.125,29772.585,24060.918,24549.468,22967.455,18192.674
maxPradial,250.4,19054.885,16166.617,16002.729,13595.353,12400.459,16713.803,19915.373,21394.983,16954.536,17574.388,24466.515,22182.23,19731.45,15435.535,26686.814,20783.867,26100.3,13756.283,21655.334,19589.022,20143.67,19515.445,30857.434,12829.879,17726.677,21555.689,15476.394,21301.202,29976.308,17140.169,22147.803,16034.378,24579.217,27120.313,22808.745,17708.973,18192.194,19406.913,17377.706,14549.724,26458.059,12077.368,20289.261,17335.52,19728.307,17481.584,23920.152,17198.843,18293.947,18264.292,16713.88,12871.263,28876.083,23050.566,15175.654,18634.301,25090.701,16646.52,13225.728,18291.776,13474.818,17610.392,19279.88,16807.743,17580.418,17862.455,17719.135,15989.707,19492.645,17956.289,17194.355,17917.02,19003.199,27779.163,14123.611,20782.349,17957.32,27026.812,22320.861,24883.181,26682.736,20995.093,23921.477,14620.999,19674.392,20953.824,24165.794,22717.747,13302.144,20744.351,16871.352,25293.23,15564.961,25816.812,20904.398,20725.548,16533.066,20111.62,17803.777,18864.376,14410.058,15867.627,19036.4,18807.724,21742.735,20960.508,19175.154,17375.081,14168.867,23121.507,13726.13,14141.798,18947.128,16268.97,17756.408,20888.483,19735.149,18465.317,31350.78,18368.333,18483.117,35710.531,21924.3,26087.696,16526.235,17367.187,22191.39,18363.63,15577.115,11723.982,12587.518,28177.74,21717.731,18843.755,20422.698,18574.184,16604.225,18574.828,21933.684,20861.937,14325.166,13930.203,23393.935,21935.065,18876.593,18305.763,13506.906,25189.036,18726.661,22561.831,20258.067,18424.597,22321.333,18723.326,20738.819,14759.364,19592.035,24087.225,19477.03,13900.382,25960.162,17286.896,17093.594,21223.635,22295.301,19902.175,22217.85,15949.88,12618.331,22288.155,24380.912,20796.737,21906.907,17705.909,22265.643,23390.742,20379.196,23892.96,24186.679,22049.084,17112.642,14585.231,20655.095,22891.33,18190.348,13788.106,17225.232,14415.376,20738.171,18664.161,16906.831,16647.556,28535.06,18899.634,25791.859,18523.127,21203.764,16073.477,31850.321,15300.393,16964.531,22183.361,17791.828,19278.542,22321.711,29781.277,20628.409,16635.39,20117.258,20636.728,21789.582,18090.89,17281.224,22145.387,35306.007,18122.922,21640.271,23868.93,15367.421,27212.641,13674.286,23877.683,16759.045,16904.812,20009.464,16084.997,22215.549,22165.295,24064.665,25426.34,22972.525,17611.146,17956.594,23272.266,15467.024,25613.828,20419.667,23044.561,21429.136,16408.655
maxPradial,253.6,17397.038,14614.317,14796.016,11728.699,10673.524,14347.745,18178.123,18263.101,15487.199,15840.63,21794.807,19716.49,17486.611,13220.208,23627.317,18623.49,20090.625,11881.093,18764.126,16251.348,16367.577,17289.607,26909.069,10471.591,14791.606,20410.934,13057.716,17423.559,27183.324,15950.064,18814.569,13816.09,21989.228,25339.345,19839.068,13987.886,15545.46,17061.307,16582.909,12181.29,23072.7,10947.925,17248.099,16352.184,15696.461,15088.965,21414.479,14289.18,15172.132,16535.884,15032.958,11478.933,24339.492,19192.224,12465.273,18066.174,21206.932,13940.513,12052.988,16420.953,11470.18,15682.118,18301.451,13852.751,14228.811,14960.159,14557.404,14006.516,16735.737,16322.973,14180.807,16022.767,17150.273,23460.186,12761.476,17486.753,14981.987,23172.505,19616.845,22787.444,23427.628,17549.476,19801.966,13548.794,17966.657,18852.4,19897.38,20452.957,11729.577,17467.764,15351.844,21505.606,13692.942,22178.57,16531.618,17796.453,13248.056,16936.289,14905.065,16407.9,12149.112,13097.967,16408.523,16406.395,18451.629,18421.247,17209.355,15410.03,12211.761,19176.318,12231.442,11589.452,16448.101,13357.841,14376.092,16673.223,17759.947,16287.273,30537.74,15489.368,16022.072,31758.036,19997.943,22007.868,13958.074,14739.733,19079.428,15352.348,13928.163,10371.331,11715.984,24734.726,18638.913,16228.892,18138.917,16241.762,14883.862,16624.774,18816.991,16558.194,12907.651,12783.749,19405.122,20202.278,16463.609,16155.214,12984.596,20531.61,16927.948,18327.097,17777.36,16251.697,20834.243,15988.173,16011.904,13054.371,17746.095,21447.559,17756.436,11378.954,24067.426,13926.44,13697.246,18425.547,20279.72,17476.673,20007.572,13413.032,10899.387,19208.735,19856.66,17557.901,19350.306,15641.105,18557.855,21229.99,17806.901,20216.16,19163.418,18309.514,15828.705,13007.062,17305.729,19156.017,15103.209,11617.585,14969.316,12674.972,16706.198,15313.667,15571.272,14775.625,23723.002,16353.134,22852.853,16039.698,18478.763,13613.483,30239.008,12796.513,14133.603,18622.479,15192.723,16807.783,20044.765,26031.932,18782.19,13983.948,17931.16,16273.25,18615.817,15701.568,14935.062,20661.863,31098.931,15954.042,19023.083,21629.318,12373.794,22790.667,12113.534,20722.336,14134.992,14752.764,17682.798,14527.71,19367.549,18848.843,20487.294,21798.973,20170.63,15418.943,14624.674,19456.809,13275.697,21264.308,17487.915,19362.97,17490.525,14571.727
maxPradial,256.8,14698.488,11808.101,12877.997,10774.145,9200.2094,12330.106,14914.314,14702.032,12940.938,12856.364,18033.843,17033.264,15603.975,11951.677,20946.145,15451.286,17149.249,10485.889,17315.883,12461.597,13442.899,15070.449,22576.752,8773.3377,12867.317,17269.604,10681.066,15142.585,22174.665,13304.019,15467.757,11281.726,19609.087,22345.84,17144.212,11769.9,13646.639,14865.679,14234.198,10383.323,19147.411,9679.6453,13927.428,13834.856,14265.565,12578.986,18225.508,12330.935,13014.95,14217.189,12711.605,9500.6796,21115.171,15788.015,10153.138,15561.497,16717.189,12072.119,10083.409,14444.304,9361.0481,13875.441,15698.549,11530.979,12475.293,12804.532,12637.509,12124.954,14231.913,14732.443,12417.979,13857.591,16241.765,17478.777,10422.174,14897.159,13176.64,20522.975,16696.502,18858.572,20315.628,15792.346,16081.124,12337.571,14496.642,15581.107,16810.673,18454.842,9860.4544,14423.035,13921.479,18192.911,13453.488,19881.211,13816.087,14043.236,11325.22,14054.731,13359.944,12693.617,9747.5206,10837.162,14503.993,14383.076,15603.967,16216.075,15323.388,13529.959,9965.4967,15661.9,10455.196,9493.9628,14352.908,11629.331,11250.631,13528.784,15103.857,13312.63,25614.515,13506.526,14899.706,27825.835,18114.502,18412.369,11998.971,12576.812,15938.677,13192.655,11936.619,9181.9317,10566.115,21255.851,15623.354,14595.824,14978.675,13556.497,13552.416,15486.565,16168.043,13989.441,10606.164,10592.82,16701.428,16325.707,14097.235,14330.994,10997.454,16821.071,15123.91,16513.957,15352.742,13126.007,16276.174,13399.538,13757.494,11312.583,15158.153,18192.189,14082.308,9438.6522,19886.741,11541.368,11131.164,14924.319,17256.829,14282.858,15781.202,10714.75,9061.7223,16940.492,16680.284,15130.521,16846.691,13314.585,14338.69,18671.803,14862.234,16770.13,16138.858,16388.064,13940.722,11454.042,14932.835,15385.157,13005.977,10458.874,13013.658,10379.51,13905.893,11528.711,12563.314,12772.064,18811.25,12938.57,19741.12,13165.5,16138.226,11835.416,25744.163,10859.586,11664.957,16395.357,12510.552,14270.611,18158.345,22530.959,16907.093,12449.049,15993.361,13600.989,15174.9,11616.745,12041.672,17783.265,27942.472,13452.926,16786.737,17480.351,9481.1354,19966.781,9463.2964,18023.025,12301.842,12610.172,15198.04,12307.304,16313.778,16459.816,18419.028,18644.459,16934.565,14008.689,12221.386,17033.061,11152.835,17247.906,15879.384,16091.137,16147.223,12185.543
maxPradial,260,11725.206,9281.6193,10870.533,8444.1454,7558.6572,9809.0855,12245.818,12387.437,10972.012,11145.191,16077.6,14525.558,12229.603,10311.101,16611.786,13704.499,13993.707,9185.7976,14897.755,10774.806,10130.64,12928.103,19236.529,7109.4733,10331.21,14667.84,8392.2709,12926.363,19338.434,11828.377,11955.224,9745.0849,16380.793,19325.396,13681.484,10503.225,11508.569,12227.868,12104.051,8263.2509,15429.206,8059.241,11682.31,12141.054,11730.861,10043.15,14948.979,10724.769,10230.852,11158.484,10438.609,7874.1342,17346.172,13611.1,8204.2175,13710.164,13248.829,10223.634,8507.1947,12305.356,7848.9025,11488.857,12646.635,9733.6979,9779.5234,10951.842,10335.245,11221.957,12187.312,12055.783,9796.1514,11423.543,14306.938,13096.816,8499.261,11694.876,10430.892,18068.062,14437.822,14723.102,17599.8,13327.4,13455.926,10354.409,12490.941,12693.462,14612.187,16692.927,8057.8913,12996.18,11088.596,14815.314,12117.213,17948.336,10875.147,10960.831,9449.387,12931.416,10715.451,10042.958,8169.3445,8482.7491,11691.048,11783.645,12988.426,13908.461,13557.264,11904.129,7807.1518,13070.645,8207.855,7195.854,11661.281,8881.0932,9089.8718,11202.776,13336.825,11749.001,23067.466,11425.632,13302.581,23954.089,15901.394,14703.113,10248.249,10415.549,13118.609,10802.539,9378.1532,7561.244,9442.4951,17122.334,14196.216,11987.054,13017.439,11490.771,11134.639,12540.46,14013.536,11332.995,8752.2793,9407.418,13055.554,13422.477,11346.298,12324.546,8788.4546,14089.222,12610.015,13659.783,12070.336,10349.171,14117.601,10994.143,10181.789,8548.3466,11721.203,15164.469,11998.142,7989.7272,18722.643,9821.4167,9144.7984,12262.534,14502.209,11927.737,12801.218,8816.8357,7699.0736,14226.356,13657.816,11802.537,14712.027,10651.352,11328.59,15971.897,13069.972,14355.006,13251.583,13585.204,11864.86,9886.6161,13018.05,12026.067,10934.391,9258.0665,11093.362,8390.9354,11041.121,9804.1815,11133.908,11160.628,14276.978,10630.258,16941.936,10918.992,14173.679,9633.3394,21811.37,8701.7754,9651.8608,13038.878,10205.726,11438.962,16268.467,18560.766,14367.739,10420.514,13410.439,11722.683,12042.682,9073.093,9290.4673,15458.096,23594.618,11280.425,13661.458,15343.738,7774.6065,16030.127,7826.1789,15162.141,10746.674,10941.991,11893.839,10412.551,13269.083,14238.422,15472.714,15317.901,13875.81,10665.7,10848.339,13206.804,8965.0429,13937.748,12665.483,12568.396,13121.786,10492.908
maxPradial,263.2,10574.558,8095.4209,9071.2173,6657.5674,6621.9315,7923.3897,9894.3553,10026.272,8971.9553,9255.6069,13930.795,11571.206,10460.514,8380.113,14195.64,11685.408,11254.75,7969.2427,11950.037,8300.0281,7836.6778,10833.485,16120.893,5572.287,7455.5113,12540.145,6955.8387,9675.2675,16738.249,9425.4691,9498.4039,7567.6229,13737.987,16220.109,11382.33,8736.5,9539.1253,9597.6657,10166.466,6846.7044,11784.561,6774.0612,8892.3986,10107.933,9807.5786,8300.8089,11745.882,9104.8063,8111.6637,8500.2126,8480.855,6142.8325,13701.566,11004.861,6259.3317,11341.912,9669.6575,8015.2208,7151.7973,9827.9169,6210.2751,9317.3636,10403.338,8294.0676,7662.5409,9307.9136,8442.7109,9188.3029,9450.8375,10695.358,7787.9203,9397.7552,11948.475,10199.698,7473.1087,9773.3687,7956.183,16407.978,11319.935,12033.963,13855.238,11259.678,11154.848,8481.6637,9791.0467,9886.7128,11490.124,14819.845,6299.7402,10990.947,9253.4343,11469.677,10574.13,15139.559,8663.1236,8994.1388,7392.6051,10584.269,9009.8221,8026.6304,6392.2065,6801.3143,9751.8009,9412.5,11276.218,12027.77,10551.414,10321.183,6247.0719,10222.029,6281.7864,5550.1264,9586.7969,6898.827,7490.8911,9647.687,11867.417,9198.5797,20401.691,9238.2354,11734.404,20882.546,13565.056,11678.618,8387.0136,8005.6218,10636.113,8805.9791,7601.304,5864.5858,7403.2412,13346.544,12530.493,9826.8471,10673.935,9524.8513,9004.949,10336.806,11880.619,9809.7017,7397.603,7462.4615,10985.325,12244.351,8906.1263,9974.2151,7009.6551,10809.766,10700.801,10682.619,9972.1352,8668.7407,12253.537,8682.7122,8344.8587,6838.126,10104.696,12562.873,9760.5214,6746.8948,15093.866,8054.1512,7529.7691,10076.026,12525.085,9875.0675,10199.072,6870.3566,6155.9076,12165.382,11123.68,8891.2311,12271.998,8914.4985,9089.3231,13318.99,10277.263,11326.822,10033.543,11096.242,9917.6527,7593.423,10292.749,9449.6925,9167.9775,7319.8534,9799.3952,6526.837,8847.097,8201.2436,9187.1118,9443.1416,11005.782,8740.6137,13220.113,9022.9428,11816.493,8473.7013,17818.121,7022.2612,8433.2413,10318.324,8004.5509,9100.1886,13174.107,14770.609,12025.247,8264.9766,11904.333,8894.352,9479.7551,7274.6258,7582.3293,12493.672,19401.403,8680.5502,10348.583,12171.058,6918.7832,13699.734,5934.2159,11819.182,8763.2831,8934.1214,9607.1876,8264.4111,10666.473,12532.965,13419.949,12244.3,11710.385,8888.0906,8605.0118,10488.456,7125.4034,11333.325,9883.3705,9576.29,10340.027,8581.68
maxPradial,266.4,7827.5103,6045.5277,7268.8552,5159.0836,5881.4139,6738.0505,7718.507,7713.3584,7162.9776,7234.7225,10993.629,9407.3744,8467.0429,6663.152,11753.28,9841.8446,9008.6362,6109.7967,9665.1821,6013.1897,6002.1661,8773.0082,13383.45,4347.9172,5852.212,9952.8511,5373.4001,7417.5644,13420.438,7811.4399,7603.6835,5695.798,11809.02,13119.673,8753.9023,7205.8174,7742.661,8192.9647,8897.0141,5833.7023,8688.0767,5926.5208,6615.2056,8628.5442,8056.2123,6275.9281,9782.6222,7660.0479,6481.5841,6613.8576,6286.2639,4987.8368,11284.259,8633.6182,4912.7795,10066.549,6924.9754,6867.9647,5751.9511,8577.7935,5129.7619,7993.4499,8654.3811,6767.5536,6077.3183,7309.2884,6654.6306,7539.7112,7240.2807,9219.0737,6114.8986,7746.6569,9995.4612,7205.5853,5988.519,7735.286,6324.0023,13877.506,9301.2858,9563.0273,12100.789,9639.6482,9071.4212,6359.6774,7419.6743,8018.8717,9499.5069,11500.267,4969.6824,8627.0746,7782.5203,9562.7703,9336.5415,12214.207,6615.7517,7262.5618,5773.5109,8733.3948,6771.4776,6074.9471,5006.0369,5468.9627,8089.1079,7626.9631,8567.5991,9879.1183,8880.1687,8647.0366,4987.7455,8184.9944,4982.42,4391.5599,7984.58,5254.7064,6011.1054,7711.9128,9433.8309,7337.7894,16074.652,7377.8714,10293.187,17438.858,12269.503,9204.2782,6652.4903,6628.0034,9079.4551,7143.0003,5691.4536,4529.4984,5943.6886,10820.863,10333.199,7901.4985,8584.3919,7884.5471,7092.1561,8424.0954,8979.1027,8059.3176,6198.2614,5529.1882,8838.2013,9534.8978,7100.598,8280.2576,5629.8787,8089.924,9139.3867,8726.6444,7874.0251,7017.7401,9934.1037,6911.3058,6349.1594,5323.631,8585.8738,10041.574,8117.3038,5260.5118,12787.379,6602.9482,6202.9714,7998.8162,9935.7125,7872.5336,7947.742,5325.5143,5349.4078,9648.7861,8872.0202,7058.5456,10421.743,7229.165,6953.6447,10324.856,8875.3174,8709.4731,7747.1129,8953.7213,8276.1273,6514.1534,8533.1715,7043.9027,7079.6655,6330.6565,8176.3397,4891.9982,7213.8423,6368.6636,7863.557,7964.7386,8379.3499,7156.8743,10435.627,6750.8098,10318.318,6733.4422,14363.114,5202.3226,6481.1795,8084.5887,6162.2613,7526.0466,10771.263,11997.923,9734.936,6811.9556,10641.453,6918.2536,7293.3149,5402.1585,5666.339,11228.994,16007.366,6954.1018,8377.8715,9843.3422,5695.4743,11234.519,4517.2771,9826.9966,7448.629,7008.9495,7681.1163,6686.508,9010.2673,10354.873,11178.921,10443.847,8693.4831,7426.1542,6760.8063,8816.5942,5996.1876,8314.4721,8348.0474,7264.0942,8089.9357,7210.8349
